Rank,Ticker,Sector,Industry,Relative Strength,Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,PctFrom52WkHigh,AvgVol10,AvgVol30,AvgVol50
216,ANANDRATHI,Financial Services,Asset Management,136.79,89,92,94,92,2131.5,339072869329.0581,-2.05,206658,409668,504219
217,JNKINDIA,Industrials,Specialty Industrial Machinery,136.77,89,97,83,10,413.35,26348698231.984406,-25.92,269032,566306,1448104
218,AEROENTER,Basic Materials,Steel,136.71,89,91,86,39,127.11,14405803005.349731,-15.01,530468,727280,1254861
219,JETFREIGHT,Industrials,Integrated Freight & Logistics,136.54,88,93,94,89,22.46,1061718538.9763947,-13.45,227922,279489,268629
220,SIGIND,Industrials,Conglomerates,136.45,88,32,53,39,70.61,1312007081.0165405,13.98,172670,65254,43324
221,EXIDEIND,Consumer Cyclical,Auto Parts,136.28,88,79,56,44,485.4,376550000000.0,7.2,8699910,6295831,4887635
222,SKMEGGPROD,Consumer Defensive,Packaged Foods,136.23,88,99,84,92,249.77,17122580469.75,-32.86,1039980,952498,1163764
223,CRAFTSMAN,Consumer Cyclical,Auto Parts,136.15,88,88,91,96,10282.5,242817755972.0,3.47,88219,62545,75965
224,MAYURUNIQ,Consumer Cyclical,Textile Manufacturing,136.08,88,95,81,76,775.55,34268894050.854492,-14.49,156661,134152,172384
225,AYE,Financial Services,Credit Services,136.07,88,91,57,96,177.94,42070239318.3349,-9.81,520471,1788580,1703202
226,PAYTM,Technology,Software - Infrastructure,135.94,88,81,65,80,1584.1,822126294735.7781,12.59,5626709,4266205,3433408
227,NELCO,Technology,Communication Equipment,135.84,88,79,31,9,1007.6,21285003241.45508,1.39,615053,364817,585664
228,BEPL,Basic Materials,Chemicals,135.8,88,66,64,27,126.14,30313448405.0354,-8.92,2317727,8212668,5224867
229,ONIDA,Consumer Cyclical,"Furnishings, Fixtures & Appliances",135.38,88,97,99,96,38.97,14195748661.249603,-20.84,289381,352866,366246
230,PAUSHAKLTD,Basic Materials,Specialty Chemicals,134.87,88,59,23,35,695.2,13868280455.387695,9.82,188666,81086,56862
231,ASIANENE,Energy,Oil & Gas Equipment & Services,134.85,88,74,65,40,402.7,17283953747.75647,2.73,619869,351253,376541
232,CAPLIPOINT,Healthcare,Drug Manufacturers - Specialty & Generic,134.77,88,92,71,35,2623.8,187528462624.6172,-2.79,70533,111806,156875
233,SHRIRAMFIN,Financial Services,Credit Services,134.76,88,84,84,98,1137.8,2364948418593.8696,2.69,5969526,5646610,5695939
234,CENTENKA,Consumer Cyclical,Textile Manufacturing,134.66,88,76,52,63,610.45,12546608470.530823,-1.86,610171,289840,195600
235,AFIL,Financial Services,Credit Services,134.6,88,82,96,6,9.83,4050097148.3751297,-11.44,626340,631948,1014884
236,RAIN,Basic Materials,Specialty Chemicals,134.6,88,95,72,84,204.58,75755135844.14622,-9.8,7725892,6045156,5904014
237,CORONA,Healthcare,Drug Manufacturers - General,134.55,88,90,85,83,2081.3,,-2.21,59743,40221,49526
238,M&MFIN,Financial Services,Credit Services,134.54,88,75,73,92,412.3,495372849896.5,0.02,4417426,6446739,5064255
239,AIAENG,Industrials,Specialty Industrial Machinery,134.4,87,86,77,86,4790.3,427687255710.0,-7.52,51382,75908,87538
240,APOLLOPIPE,Industrials,Building Products & Equipment,134.05,87,89,97,51,507.25,21533659710.67505,-8.44,496268,245446,198307
241,NEPHROPLUS,Healthcare,Medical Care Facilities,134.02,87,84,91,90,697.7,67686269868.34595,-9.36,125025,172502,202483
242,BHEL,Industrials,Specialty Industrial Machinery,133.75,87,93,97,79,409.0,1453064995535.8438,-8.4,6573105,13656861,13219789
243,MANCREDIT,Financial Services,Credit Services,133.01,87,89,63,61,229.99,4540140383.806091,-13.21,606476,547632,457521
244,ADVAIT,Industrials,Specialty Industrial Machinery,132.92,87,92,89,91,2186.9,24633995446.75537,-12.0,66647,51403,62405
245,PIRAMALFIN,Financial Services,Credit Services,132.81,87,91,89,91,2100.7,471310648524.20654,-5.37,212785,331543,343134
246,LENSKART,Healthcare,Medical Instruments & Supplies,132.76,87,77,76,90,586.15,962507636109.8887,4.11,3086199,4668024,5301874
247,PIXTRANS,Industrials,Specialty Industrial Machinery,132.68,87,83,68,57,1986.5,24063465387.353516,2.51,139459,112373,129470
248,SUPRIYA,Healthcare,Biotechnology,132.59,87,83,61,56,922.85,67645793400.0,-14.94,222176,368912,518088
249,NAVINFLUOR,Basic Materials,Chemicals,132.21,87,92,90,92,8196.5,385776142880.0,3.28,558142,265391,210685
250,GAEL,Consumer Defensive,Packaged Foods,132.0,87,78,93,92,172.85,69552818602.44965,-2.85,2951123,1879710,1394127
251,GOLDIAM,Consumer Cyclical,Luxury Goods,131.77,87,90,60,73,369.05,52619715187.5,-6.25,1600631,1583404,1633444
252,WOCKPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,131.72,87,86,82,66,1931.2,300480510980.61206,-20.27,771741,667182,1309202
253,ASTERDM,Healthcare,Medical Care Facilities,131.58,87,83,89,76,867.15,683901125343.067,3.66,924443,630278,705580
254,EMCURE,Healthcare,Drug Manufacturers - Specialty & Generic,131.57,87,82,91,88,1995.2,356788356507.0,2.63,173363,151114,186735
255,SPECIALITY,Consumer Cyclical,Restaurants,131.46,87,64,23,19,150.15,6643496832.52504,-2.5,108135,82209,79703
256,PFOCUS,Communication Services,Entertainment,131.45,87,71,96,99,283.05,224630956976.68106,-22.87,818407,734120,638990
257,RATNAVEER,Basic Materials,Steel,131.21,87,76,88,64,207.89,12757519537.005386,5.53,17272241,6594941,4843007
258,RBA,Consumer Cyclical,Restaurants,131.19,87,64,57,45,90.23,46375603654.31232,2.94,35735318,14688616,13480753
259,RAMRAT,Industrials,Electrical Equipment & Parts,131.12,86,85,92,72,457.8,38655851284.95752,-11.96,390949,217228,213912
260,AURUM,Real Estate,Real Estate Services,131.07,86,84,63,62,231.27,16869300723.75,-12.61,361552,476775,356092
261,SOLARINDS,Basic Materials,Specialty Chemicals,130.96,86,82,89,73,18820.0,1673523077170.0,-1.91,65539,124176,125752
262,NATIONALUM,Basic Materials,Aluminum,130.85,86,84,98,99,382.7,631617660339.3892,-14.03,7626840,7446691,9614155
263,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,130.83,86,84,92,65,1648.0,881478935140.0,0.68,1270558,1218526,1244088
264,BALRAMCHIN,Consumer Defensive,Confectioners,130.83,86,76,78,57,655.25,128904691508.9408,2.07,795606,773837,700249
265,AARVI,Industrials,Staffing & Employment Services,130.76,86,82,72,79,154.01,2294029313.960266,-8.55,45833,56428,52814
266,SATIN,Financial Services,Credit Services,130.48,86,96,95,69,226.89,29572478131.479126,-16.24,694740,733885,653594
267,ADANIPOWER,Utilities,Utilities - Independent Power Producers,130.47,86,91,98,88,210.65,4120367941292.9614,-17.13,14609100,25310266,26922755
268,TVSMOTOR,Consumer Cyclical,Auto Manufacturers,130.38,86,60,72,92,4466.2,1839220617285.9932,12.37,1456257,1316329,1186199
269,RKFORGE,Industrials,Metal Fabrication,130.26,86,58,60,59,736.2,105786131095.65509,16.49,2259870,2155946,1417199
270,QMSMEDI,Healthcare,Medical Instruments & Supplies,130.2,86,82,54,62,111.69,1996916041.8498,-5.91,17894,18940,19975
271,UJJIVANSFB,Financial Services,Banks - Regional,130.18,86,82,72,95,69.76,137608994178.15894,-3.43,16288862,25625493,18973107
272,TITAN,Consumer Cyclical,Luxury Goods,130.03,86,77,76,87,5090.0,4148710681020.0,7.54,1228823,1019156,932013
273,WEWORK,Real Estate,Real Estate Services,129.93,86,86,17,47,725.2,98669331603.17554,-5.45,304071,548394,432119
274,IIFL,Financial Services,Credit Services,129.69,86,69,52,85,625.9,236694907774.72687,-7.27,2072368,2138509,2302185
275,RANEHOLDIN,Consumer Cyclical,Auto Parts,129.54,86,91,59,67,1748.9,24820543514.17932,-4.83,22615,20263,21707
276,DIFFNKG,Industrials,Specialty Industrial Machinery,129.41,86,87,72,36,395.55,14677866722.250702,-9.32,235118,179427,183681
277,LANDMARK,Consumer Cyclical,Auto & Truck Dealerships,129.29,86,26,14,33,561.35,21263205341.836548,-15.31,331930,1875088,1206746
278,PRUDENT,Financial Services,Asset Management,129.2,86,76,77,79,3379.7,118377553408.3789,6.95,53264,31661,29488
279,SASKEN,Technology,Information Technology Services,129.1,85,94,87,26,1902.9,27654563691.0,-31.56,33542,34035,56156
280,VIYASH,Healthcare,Drug Manufacturers - Specialty & Generic,128.97,85,91,79,81,273.65,109508620990.33987,-8.17,1691490,1727838,2069892
281,NYKAA,Consumer Cyclical,Internet Retail,128.94,85,89,82,91,323.7,924462928480.8328,-3.37,8598553,7888053,7884132
282,GRINDWELL,Industrials,Building Products & Equipment,128.84,85,86,82,70,2116.5,222724349296.875,-13.79,52450,107584,93141
283,MANAKSTEEL,Basic Materials,Steel,128.72,85,85,58,73,80.68,4585417558.49762,-7.4,128164,67137,49211
284,PVP,Industrials,Conglomerates,128.53,85,34,69,79,34.67,7111624389.039431,-12.03,2957913,1187843,1037594
285,MONARCH,Financial Services,Capital Markets,128.5,85,74,55,48,393.15,28372557919.5,4.01,683660,288894,234486
286,ARTEMISMED,,,128.5,85,74,84,49,315.95,,6.2,679716,343707,261625
287,MANAPPURAM,Financial Services,Credit Services,128.33,85,81,81,91,369.3,331538688667.40515,3.53,6753848,4971603,4107399
288,DYNAMATECH,Consumer Cyclical,Auto Parts,128.21,85,84,92,92,11148.0,71024910894.0,-13.41,17305,13916,13980
289,MAWANASUG,Consumer Defensive,Confectioners,128.19,85,82,90,46,114.36,4473404590.915039,-7.59,139186,96621,83432
290,KINGFA,Basic Materials,Specialty Chemicals,128.06,85,82,93,90,5622.5,70629797772.0,-1.35,13256,8658,8094
291,NAZARA,Communication Services,Electronic Gaming & Multimedia,127.88,85,69,70,66,354.5,111991572232.92188,-2.41,3423832,2658376,2295785
292,NAM-INDIA,Financial Services,Asset Management,127.84,85,91,92,91,1174.0,711216685412.5,-4.82,1002960,907815,947796
293,ANTELOPUS,Energy,Oil & Gas E&P,127.79,85,95,93,72,792.1,31450971542.328003,-15.16,228478,147997,147106
294,MUFIN,Financial Services,Credit Services,127.77,85,84,83,89,137.79,24635523151.6857,-0.15,1450944,1128862,1153686
295,AYMSYNTEX,Consumer Cyclical,Textile Manufacturing,127.65,85,79,85,53,256.6,13772557321.225998,-8.75,39905,67236,45195
296,EXICOM,Industrials,Electrical Equipment & Parts,127.38,85,88,38,2,153.22,22294487715.737778,-16.23,1416556,2230532,6017163
297,IDEA,Communication Services,Telecom Services,127.32,85,94,96,95,12.92,1422544061962.0063,-15.78,275148330,305191141,402392397
298,LALPATHLAB,Healthcare,Diagnostics & Research,127.16,84,77,76,55,1954.0,293747291867.5884,8.37,654814,464310,543755
299,SANDHAR,Consumer Cyclical,Auto Parts,127.16,84,87,74,83,654.1,35836170583.96527,-14.3,355736,293225,374520
300,RBLBANK,Financial Services,Banks - Regional,127.16,84,86,88,94,391.0,546486120394.0519,2.26,4807933,6148322,5822139
301,BAJAJ-AUTO,Consumer Cyclical,Auto Manufacturers,126.87,84,71,84,85,11677.0,3056050168290.0,3.05,300918,438102,409155
302,PREMEXPLN,Basic Materials,Specialty Chemicals,126.86,84,86,75,52,649.15,35610479767.21057,-21.77,315633,734195,920551
303,DIVISLAB,Healthcare,Drug Manufacturers - Specialty & Generic,126.79,84,68,77,66,8300.0,1924249002130.0,11.58,706321,526779,449764
304,PNBHOUSING,Financial Services,Mortgage Finance,126.79,84,80,87,55,1149.3,275704138534.0,1.47,1563428,1106139,949335
305,RAYMOND,Industrials,Specialty Industrial Machinery,126.79,84,86,69,2,627.0,39158863625.190796,-10.8,499886,542127,568774
306,HINDCOPPER,Basic Materials,Copper,126.72,84,80,98,99,526.25,467217649360.7538,-30.76,8599282,4782725,4293387
307,TARSONS,Healthcare,Medical Instruments & Supplies,126.57,84,81,13,5,313.5,16640264382.75,-17.95,132480,731763,1047333
308,MSTCLTD,Industrials,Conglomerates,126.54,84,88,27,58,582.25,42746880859.375,-21.73,152156,469857,1628342
309,KEI,Industrials,Electrical Equipment & Parts,126.37,84,80,89,88,5659.8,465383696460.0,-0.84,738130,439625,392423
310,INDORAMA,Consumer Cyclical,Textile Manufacturing,126.37,84,62,20,19,56.41,12645709982.61541,-24.79,735684,470024,368814
311,CARTRADE,Consumer Cyclical,Auto & Truck Dealerships,126.34,84,90,28,42,2762.0,128374602854.61182,-16.06,993224,748432,1139713
312,MMP,Basic Materials,Aluminum,126.23,84,70,76,65,343.65,7155916392.190491,7.4,118261,68120,54515
313,MUTHOOTMF,Financial Services,Credit Services,126.21,84,90,81,90,218.45,41960123686.86665,-15.0,1101236,1472817,1024861
314,SUNFLAG,Basic Materials,Steel,126.21,84,84,95,59,380.85,62842523717.54443,-11.02,304454,227114,297747
315,SOUTHBANK,Financial Services,Banks - Regional,126.17,84,86,80,93,46.0,121792434449.21553,-7.82,7208432,17340377,18233211
316,KRISHNADEF,Industrials,Specialty Industrial Machinery,126.1,84,92,89,91,1186.2,19664286047.569336,-15.27,114949,170186,165011
317,WSTCSTPAPR,Basic Materials,Paper & Paper Products,126.05,84,70,71,52,586.25,36561372217.138916,0.88,137597,238459,186524
318,RAMCOIND,Industrials,Building Products & Equipment,126.04,83,82,46,83,377.2,28583898943.96118,-5.24,2241349,1107176,1254189
319,DREDGECORP,Industrials,Engineering & Construction,125.89,83,85,76,95,1061.8,28092399658.203125,-17.43,151434,126894,241708
320,VENUSPIPES,Basic Materials,Steel,125.88,83,92,68,49,1619.6,35219458105.235596,-13.62,129858,123932,135650
321,POLYPLEX,Basic Materials,Specialty Chemicals,125.86,83,73,42,25,1179.7,35440518442.06494,-0.02,73239,105709,124376
322,PRIVISCL,Basic Materials,Specialty Chemicals,125.84,83,90,84,83,3612.7,140438238703.8413,-4.56,97908,71187,77648
323,RAJRATAN,Basic Materials,Steel,125.74,83,79,49,83,527.2,24791478680.236816,-3.09,220881,288901,198488
324,DBOL,Consumer Defensive,Farm Products,125.72,83,80,93,94,116.71,6716356912.174988,-10.72,176585,106494,81211
325,IFCI,Financial Services,Credit Services,125.35,83,88,81,88,76.02,188925328289.87534,-20.65,18241869,20372015,64021967
326,RACLGEAR,Consumer Cyclical,Auto Parts,125.31,83,68,88,94,1387.6,15534627682.5,-17.99,57822,41413,32127
327,VIMTALABS,Healthcare,Diagnostics & Research,125.3,83,65,23,22,645.65,25491644932.294434,-28.47,302638,565702,513782
328,ELECTHERM,Basic Materials,Steel,125.26,83,86,27,42,1021.4,12847305230.351929,-20.02,26328,30873,104444
329,FLUOROCHEM,Basic Materials,Specialty Chemicals,125.24,83,74,69,56,4484.0,502420966455.0781,-3.49,104279,173922,139946
330,GLOBAL,Consumer Defensive,Education & Training Services,125.24,83,84,95,96,101.59,5191443876.262665,-16.66,37820,35745,61909
331,KHAITANLTD,Industrials,Industrial Distribution,125.01,83,76,91,55,150.49,780200444.9554749,-0.31,18793,7379,5048
332,SANGAMIND,Consumer Cyclical,Textile Manufacturing,125.0,83,84,81,86,586.35,30367572149.742188,-12.81,27696,200729,141221
333,VIJAYA,Healthcare,Diagnostics & Research,124.92,83,90,91,62,1392.6,135328700253.09265,-3.29,189790,296833,278864
334,WELSPUNLIV,Consumer Cyclical,Textile Manufacturing,124.78,83,90,68,76,164.29,152514092268.0,-6.1,1586978,1949845,2702239
335,DPABHUSHAN,Consumer Cyclical,Luxury Goods,124.77,83,36,3,20,1474.3,30316620270.64453,-14.76,46964,153297,98744
336,MANINDS,Basic Materials,Steel,124.72,83,89,95,88,549.5,39556295435.561646,-11.9,222870,203461,510807
337,AVL,Consumer Cyclical,Specialty Retail,124.56,83,88,83,81,624.3,78909803876.10779,-11.45,139224,200515,265055
338,JSWINFRA,Industrials,Marine Shipping,124.51,82,76,54,52,342.0,747102725954.3518,-3.88,3182882,3730111,4450712
339,VSSL,Basic Materials,Steel,124.47,82,61,73,71,337.65,28643132107.5,3.62,293266,231548,157278
340,QPOWER,Industrials,Electrical Equipment & Parts,124.42,82,87,98,97,1180.3,95976476911.4502,-18.09,93672,103890,148572
341,SUNDRMFAST,Consumer Cyclical,Auto Parts,124.33,82,60,41,61,1121.3,197646740632.51282,4.6,222862,179226,143913
342,CGCL,Financial Services,Credit Services,124.32,82,91,68,61,232.39,229213934256.49478,-12.15,5256877,5282775,4490445
343,KARURVYSYA,Financial Services,Banks - Regional,124.25,82,81,85,97,331.2,327587155238.5261,-4.8,1941352,5749497,4521030
344,AEGISVOPAK,Energy,Oil & Gas Equipment & Services,124.21,82,89,26,29,276.55,324242645571.3041,-11.22,1383827,2845095,2141754
345,GULPOLY,Basic Materials,Chemicals,124.19,82,78,80,58,201.21,12133229387.25,-9.26,958948,945089,796154
346,RML,Consumer Cyclical,Auto Parts,123.82,82,96,78,78,1055.4,31241020339.53479,-20.28,102670,81821,106434
347,TORNTPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,123.79,82,87,85,90,4924.0,1887195117544.0,-3.18,706678,761641,661991
348,VOLTAMP,Industrials,Electrical Equipment & Parts,123.78,82,73,83,65,10279.5,92875161600.0,-20.08,45156,33535,37831
349,ABCAPITAL,Financial Services,Financial Conglomerates,123.77,82,85,89,95,407.75,1077615835450.623,-0.89,3811822,3964047,3811829
350,GOODLUCK,Basic Materials,Steel,123.76,82,92,92,84,1479.6,50243329392.912964,-11.51,247382,205524,214948
351,NIBE,Industrials,Conglomerates,123.7,82,87,20,18,1399.5,23319317880.82251,-24.27,54479,74463,158160
352,DALMIASUG,Consumer Defensive,Confectioners,123.65,82,56,71,40,418.95,29295981708.8786,-0.01,1662593,882786,561857
353,RELIABLE,Technology,Information Technology Services,123.64,82,86,89,98,147.04,1484841650.390625,-15.98,27350,24852,34310
354,AJANTPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,123.56,82,85,86,86,3506.2,420970585068.0,-2.57,125001,106149,125198
355,COFORGE,Technology,Information Technology Services,123.49,82,52,30,26,1810.0,657263025475.9377,-9.03,4561302,3482769,3529428
356,ADANIENT,Energy,Thermal Coal,123.46,82,90,83,51,3010.0,4096905944440.5273,-7.24,984817,1530716,1682464
357,MUNJALAU,Consumer Cyclical,Auto Parts,123.43,82,83,82,80,102.11,9976999664.30664,-11.2,319782,2256392,1560375
358,LUMAXTECH,Consumer Cyclical,Auto Parts,123.39,81,55,96,99,1738.2,99905567317.01294,-8.42,176463,137462,146417
359,PICCADIL,Consumer Defensive,Beverages - Wineries & Distilleries,123.28,81,73,53,58,768.8,72665374678.43994,-4.56,233451,308146,227372
360,ITDC,Consumer Cyclical,Lodging,123.17,81,75,58,56,695.7,63246357653.97949,-15.36,196060,3424864,2573174
361,DYCL,Industrials,Electrical Equipment & Parts,122.97,81,55,36,21,422.85,19499755635.431946,-18.68,449595,1725651,1324170
362,IMFA,Basic Materials,Other Industrial Metals & Mining,122.97,81,79,96,98,1459.3,72303896133.36108,-13.13,337630,183595,160010
363,APEX,Consumer Defensive,Farm Products,122.8,81,87,98,99,385.85,11906250000.0,-25.0,66274,106802,173254
364,GROWW,Financial Services,Capital Markets,122.79,81,87,88,85,193.34,1251627236991.9136,-14.9,21996038,30280153,33031774
365,TMCV,Consumer Cyclical,Auto Manufacturers,122.69,81,69,64,97,450.2,1495642867815.571,-11.55,9153394,7432906,8486694
366,NILKAMAL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",122.57,81,38,25,54,1731.3,25095064960.06543,-6.59,130538,172832,107354
367,GOKULAGRO,Consumer Defensive,Packaged Foods,122.54,81,79,97,75,227.06,61947552128.60034,-9.15,772239,488282,422778
368,TRAVELFOOD,Consumer Cyclical,Restaurants,122.36,81,64,50,69,1396.9,169379326698.8623,-3.33,160898,66961,74286
369,HEG,Industrials,Electrical Equipment & Parts,122.34,81,49,88,84,683.6,124113503130.86548,-0.93,1769530,2534015,1781877
370,MANORAMA,Consumer Defensive,Packaged Foods,122.27,81,77,58,82,1674.0,100080549345.0,-4.89,116301,161089,158964
371,UNICHEMLAB,Healthcare,Drug Manufacturers - Specialty & Generic,122.26,81,94,22,7,507.15,37832528043.60962,-26.2,59381,606364,1042392
372,GVT&D,Industrials,Specialty Industrial Machinery,122.25,81,92,97,98,4330.0,1064487839604.4556,-23.36,1223936,1068587,1042330
373,ELGIRUBCO,Consumer Cyclical,Auto Parts,122.14,81,72,53,4,60.84,2731729091.644287,-32.77,102436,156505,113562
374,VTL,Consumer Cyclical,Textile Manufacturing,122.12,81,90,92,85,608.3,177911819612.71973,-11.58,538349,327304,355784
375,AGARWALEYE,Healthcare,Medical Instruments & Supplies,121.95,81,66,65,71,560.7,151823837103.72574,-1.29,178164,116153,98254
376,SAHYADRI,Industrials,Building Products & Equipment,121.93,81,65,86,66,349.85,3078646875.0,3.38,15380,7515,6653
377,GALAPREC,Industrials,Specialty Industrial Machinery,121.68,81,94,74,60,997.0,14691210685.791016,-20.87,65902,62538,101279
